t_s,phase,fps,cpu_process_ms,gpu_ms,draw_calls,primitives,video_mem_mb,x,y,z
9.098,1,150.00,7.155,5.985,244,288026,178.0,18.92,1.11,21.00
9.104,1,150.00,7.155,5.989,243,288022,178.0,18.93,1.11,21.00
9.111,1,150.00,7.155,6.014,243,288022,178.0,18.94,1.11,21.00
9.117,1,150.00,7.155,5.984,243,288022,178.0,18.95,1.11,21.00
9.124,1,150.00,7.155,5.983,243,288022,178.0,18.97,1.11,21.00
9.131,1,150.00,7.155,5.993,243,288022,178.0,18.98,1.11,21.00
9.137,1,150.00,7.155,5.982,243,288022,178.0,18.99,1.11,21.00
9.144,1,150.00,7.155,5.986,243,288022,178.0,19.00,1.11,21.00
9.150,1,150.00,7.155,6.013,243,288022,178.0,19.01,1.11,21.00
9.157,1,150.00,7.155,5.996,243,288022,178.0,19.02,1.11,21.00
9.163,1,150.00,7.155,6.367,243,288022,178.0,19.03,1.11,21.00
9.170,1,150.00,7.155,5.982,243,288022,178.0,19.04,1.11,21.00
9.177,1,150.00,7.155,5.971,243,288022,178.0,19.05,1.11,21.00
9.183,1,150.00,7.155,6.007,243,288022,178.0,19.07,1.11,21.00
9.190,1,150.00,7.155,5.962,243,288022,178.0,19.08,1.11,21.00
9.197,1,150.00,7.155,5.964,243,288022,178.0,19.09,1.11,21.00
9.203,1,150.00,7.155,5.943,243,288022,178.0,19.10,1.11,21.00
9.210,1,150.00,7.155,5.955,243,288022,178.0,19.11,1.11,21.00
9.216,1,150.00,7.155,5.972,247,288198,178.0,19.12,1.11,21.00
9.223,1,150.00,7.155,5.970,247,288198,178.0,19.13,1.11,21.00
9.229,1,150.00,7.155,5.961,248,289698,178.0,19.14,1.11,21.00
9.236,1,150.00,7.155,5.950,248,289698,178.0,19.16,1.11,21.00
9.242,1,150.00,7.155,5.945,250,289734,178.0,19.17,1.11,21.00
9.249,1,150.00,7.155,5.984,250,289734,178.0,19.18,1.11,21.00
9.256,1,150.00,7.155,5.953,250,289734,178.0,19.19,1.11,21.00
9.262,1,150.00,7.155,5.926,250,289734,178.0,19.20,1.11,21.00
9.269,1,150.00,7.155,5.951,246,288258,178.0,19.21,1.11,21.00
9.276,1,150.00,7.155,5.959,246,288258,178.0,19.22,1.11,21.00
9.282,1,150.00,7.155,6.189,246,288258,178.0,19.23,1.11,21.00
9.289,1,150.00,7.155,5.952,246,288258,178.0,19.25,1.11,21.00
9.296,1,150.00,7.155,5.936,246,288258,178.0,19.26,1.11,21.00
9.302,1,150.00,7.155,5.909,246,288258,178.0,19.27,1.11,21.00
9.309,1,150.00,7.155,5.920,246,288258,178.0,19.28,1.11,21.00
9.315,1,150.00,7.155,5.917,247,288594,178.0,19.29,1.11,21.00
9.322,1,150.00,7.155,5.918,247,288594,178.0,19.30,1.11,21.00
9.328,1,150.00,7.155,5.952,249,288714,178.0,19.31,1.11,21.00
9.335,1,150.00,7.155,5.909,249,288714,178.0,19.32,1.11,21.00
9.341,1,150.00,7.155,5.925,249,288714,178.0,19.33,1.11,21.00
9.348,1,150.00,7.155,5.898,250,290214,178.0,19.35,1.11,21.00
9.354,1,150.00,7.155,6.034,250,290214,178.0,19.36,1.11,21.00
9.361,1,150.00,7.155,5.888,252,290250,178.0,19.37,1.11,21.00
9.367,1,150.00,7.155,6.433,252,290250,178.0,19.38,1.11,21.00
9.374,1,150.00,7.155,5.910,252,290250,178.0,19.39,1.11,21.00
9.380,1,150.00,7.155,5.887,252,290250,178.0,19.40,1.11,21.00
9.387,1,150.00,7.155,5.864,252,290250,178.0,19.41,1.11,21.00
9.393,1,150.00,7.155,5.889,252,290250,178.0,19.42,1.11,21.00
9.400,1,150.00,7.155,5.872,252,290250,178.0,19.43,1.11,21.00
9.406,1,150.00,7.155,5.872,252,290250,178.0,19.44,1.11,21.00
9.413,1,150.00,7.155,5.844,252,290250,178.0,19.46,1.11,21.00
9.419,1,150.00,7.155,5.871,252,290250,178.0,19.47,1.11,21.00
9.425,1,150.00,7.155,5.825,253,290262,178.0,19.48,1.11,21.00
9.432,1,150.00,7.155,5.838,253,290262,178.0,19.49,1.11,21.00
9.438,1,150.00,7.155,5.840,253,290262,178.0,19.50,1.11,21.00
9.444,1,150.00,7.155,5.831,254,291862,178.0,19.51,1.11,21.00
9.451,1,150.00,7.155,5.812,254,291862,178.0,19.52,1.11,21.00
9.457,1,150.00,7.155,5.833,254,291862,178.0,19.53,1.10,21.00
9.464,1,150.00,7.155,5.808,255,292762,178.0,19.54,1.10,21.00
9.470,1,150.00,7.155,5.846,255,292762,178.0,19.55,1.10,21.00
9.476,1,150.00,7.155,5.791,256,293002,178.0,19.56,1.10,21.00
9.483,1,150.00,7.155,5.785,257,293062,178.0,19.57,1.10,21.00
9.489,1,150.00,7.155,5.807,257,293062,178.0,19.59,1.10,21.00
9.495,1,150.00,7.155,5.786,257,293062,178.0,19.60,1.10,21.00
9.502,1,150.00,7.155,5.780,257,293062,178.0,19.61,1.10,21.00
9.508,1,150.00,7.155,5.779,259,293422,178.0,19.62,1.10,21.00
9.515,1,150.00,7.155,5.762,261,293458,178.0,19.63,1.10,21.00
9.521,1,150.00,7.155,5.761,261,293458,178.0,19.64,1.10,21.00
9.527,1,150.00,7.155,5.788,263,294106,178.0,19.65,1.10,21.00
9.533,1,150.00,7.155,5.758,263,294106,178.0,19.66,1.10,21.00
9.540,1,150.00,7.155,5.823,264,297634,178.0,19.67,1.10,21.00
9.546,1,150.00,7.155,5.760,266,297694,178.0,19.68,1.10,21.00
9.552,1,150.00,7.155,5.774,266,297694,178.0,19.69,1.10,21.00
9.559,1,150.00,7.155,5.774,267,298086,178.0,19.70,1.10,21.00
9.565,1,150.00,7.155,5.731,268,298206,178.0,19.71,1.10,21.00
9.571,1,150.00,7.155,5.725,269,301566,178.0,19.73,1.10,21.00
9.577,1,150.00,7.155,5.740,269,301566,178.0,19.74,1.10,21.00
9.584,1,150.00,7.155,5.736,269,301566,178.0,19.75,1.10,21.00
9.590,1,150.00,7.155,5.723,269,301566,178.0,19.76,1.10,21.00
9.596,1,150.00,7.155,5.740,269,301566,178.0,19.77,1.10,21.00
9.603,1,150.00,7.155,5.701,270,306438,178.0,19.78,1.10,21.00
9.609,1,150.00,7.155,5.688,270,306438,178.0,19.79,1.10,21.00
9.615,1,150.00,7.155,5.704,271,310862,178.0,19.80,1.09,21.00
9.621,1,150.00,7.155,5.677,271,310862,178.0,19.81,1.09,21.00
9.628,1,150.00,7.155,5.704,261,293458,178.0,19.82,1.09,21.00
9.634,1,150.00,7.155,5.672,264,298088,178.0,19.83,1.09,21.00
9.640,1,150.00,7.155,5.671,264,298088,178.0,19.84,1.09,21.00
9.646,1,150.00,7.155,5.678,264,298088,178.0,19.85,1.09,21.00
9.653,1,150.00,7.155,5.665,267,301676,178.0,19.86,1.09,21.00
9.659,1,150.00,7.155,5.649,267,301676,178.0,19.87,1.09,21.00
9.665,1,150.00,7.155,5.654,267,301676,178.0,19.88,1.09,21.00
9.671,1,150.00,7.155,5.628,267,301676,178.0,19.90,1.09,21.00
9.678,1,150.00,7.155,5.628,269,302188,178.0,19.91,1.09,21.00
9.684,1,150.00,7.155,5.635,269,302188,178.0,19.92,1.09,21.00
9.690,1,150.00,7.155,5.596,270,305548,178.0,19.93,1.09,21.00
9.696,1,150.00,7.155,5.583,270,305548,178.0,19.94,1.09,21.00
9.703,1,150.00,7.155,5.596,270,305548,178.0,19.95,1.09,21.00
9.709,1,150.00,7.155,5.592,270,305548,178.0,19.96,1.09,21.00
9.715,1,150.00,7.155,5.584,270,305548,178.0,19.97,1.09,21.00
9.721,1,150.00,7.155,5.603,271,310420,178.0,19.98,1.09,21.00
9.728,1,150.00,7.155,5.592,271,310420,178.0,19.99,1.09,21.00
9.734,1,150.00,7.155,5.598,272,314844,178.0,20.00,1.09,21.00
9.740,1,150.00,7.155,5.625,272,314844,178.0,20.01,1.09,21.00
9.746,1,150.00,7.155,5.625,272,314844,178.0,20.02,1.09,21.00
9.753,1,150.00,7.155,5.587,272,314844,178.0,20.03,1.09,21.00
9.759,1,150.00,7.155,5.579,272,314844,178.0,20.04,1.09,21.00
9.765,1,150.00,7.155,5.600,272,314844,178.0,20.05,1.09,21.00
9.771,1,150.00,7.155,5.573,272,314844,178.0,20.07,1.09,21.00
9.778,1,150.00,7.155,5.525,272,314844,178.0,20.08,1.09,21.00
9.784,1,150.00,7.155,5.502,271,314788,178.0,20.09,1.09,21.00
9.790,1,150.00,7.155,5.488,271,314788,178.0,20.10,1.09,21.00
9.796,1,150.00,7.155,5.514,271,314788,178.0,20.11,1.09,21.00
9.803,1,150.00,7.155,5.496,271,314788,178.0,20.12,1.09,21.00
9.809,1,150.00,7.155,5.495,271,314788,178.0,20.13,1.09,21.00
9.815,1,150.00,7.155,5.471,271,314788,178.0,20.14,1.09,21.00
9.821,1,150.00,7.155,5.467,270,314732,178.0,20.15,1.09,21.00
9.828,1,150.00,7.155,5.473,271,315124,178.0,20.16,1.09,21.00
9.834,1,150.00,7.155,5.486,270,315046,178.0,20.17,1.09,21.00
9.840,1,150.00,7.155,5.459,270,315046,178.0,20.18,1.08,21.00
9.846,1,150.00,7.155,5.441,270,315046,178.0,20.19,1.08,21.00
9.853,1,150.00,7.155,5.467,265,314830,178.0,20.20,1.08,21.00
9.859,1,150.00,7.155,5.432,265,314830,178.0,20.21,1.08,21.00
9.865,1,150.00,7.155,5.441,265,314830,178.0,20.22,1.08,21.00
9.871,1,150.00,7.155,5.423,265,314830,178.0,20.24,1.08,21.00
9.878,1,150.00,7.155,5.407,265,315530,178.0,20.25,1.08,21.00
9.884,1,150.00,7.155,5.398,266,315650,178.0,20.26,1.08,21.00
9.890,1,150.00,7.155,5.397,267,315658,178.0,20.27,1.08,21.00
9.896,1,150.00,7.155,5.386,267,315658,178.0,20.28,1.08,21.00
9.903,1,150.00,7.155,5.376,268,315778,178.0,20.29,1.08,21.00
9.909,1,150.00,7.155,5.368,269,315886,178.0,20.30,1.08,21.00
9.914,1,150.00,7.155,5.342,268,315718,178.0,20.31,1.08,21.00
9.920,1,150.00,7.155,5.353,268,315718,178.0,20.32,1.08,21.00
9.926,1,150.00,7.155,5.320,268,315718,178.0,20.33,1.08,21.00
9.932,1,150.00,7.155,5.325,268,315718,178.0,20.34,1.08,21.00
9.938,1,150.00,7.155,5.332,268,315718,178.0,20.35,1.08,21.00
9.944,1,150.00,7.155,5.290,268,315718,178.0,20.36,1.08,21.00
9.950,1,150.00,7.155,5.304,268,315718,178.0,20.37,1.08,21.00
9.955,1,150.00,7.155,5.311,266,315662,178.0,20.38,1.08,21.00
9.961,1,150.00,7.155,5.312,266,315662,178.0,20.39,1.09,21.00
9.967,1,150.00,7.155,5.304,265,315606,178.0,20.40,1.09,21.00
9.973,1,150.00,7.155,5.322,265,315606,178.0,20.41,1.09,20.99
9.979,1,150.00,7.155,5.295,262,294780,178.0,20.41,1.09,20.99
9.985,1,150.00,7.155,5.379,262,294780,178.0,20.42,1.09,20.98
9.991,1,150.00,7.155,5.784,262,294780,178.0,20.43,1.09,20.97
9.997,1,150.00,7.155,5.338,262,294780,178.0,20.43,1.09,20.97
10.003,1,159.00,6.916,5.331,263,295200,178.0,20.44,1.09,20.96
10.009,1,159.00,6.916,5.693,263,295200,178.0,20.45,1.09,20.95
10.014,1,159.00,6.916,5.267,263,295200,178.0,20.46,1.09,20.94
10.020,1,159.00,6.916,5.247,263,295200,178.0,20.46,1.09,20.94
10.025,1,159.00,6.916,5.263,263,295200,178.0,20.47,1.09,20.93
10.031,1,159.00,6.916,5.225,263,295200,178.0,20.48,1.09,20.92
10.037,1,159.00,6.916,5.224,263,295200,178.0,20.48,1.09,20.92
10.042,1,159.00,6.916,5.219,263,295200,178.0,20.49,1.09,20.91
10.048,1,159.00,6.916,5.199,263,295200,178.0,20.50,1.09,20.90
10.053,1,159.00,6.916,5.707,263,295200,178.0,20.50,1.09,20.90
10.059,1,159.00,6.916,5.198,263,295200,178.0,20.51,1.09,20.89
10.064,1,159.00,6.916,5.226,263,295200,178.0,20.52,1.09,20.88
10.070,1,159.00,6.916,5.232,263,295200,178.0,20.52,1.09,20.88
10.075,1,159.00,6.916,5.207,263,295200,178.0,20.53,1.09,20.87
10.081,1,159.00,6.916,5.179,262,293700,178.0,20.54,1.09,20.86
10.087,1,159.00,6.916,5.155,262,293700,178.0,20.54,1.09,20.86
10.092,1,159.00,6.916,5.141,262,293700,178.0,20.55,1.09,20.85
10.098,1,159.00,6.916,5.156,262,293700,178.0,20.56,1.09,20.84
10.103,1,159.00,6.916,5.539,262,293700,178.0,20.56,1.09,20.84
10.109,1,159.00,6.916,5.085,262,293700,178.0,20.57,1.09,20.83
10.114,1,159.00,6.916,5.492,262,293700,178.0,20.58,1.09,20.82
10.120,1,159.00,6.916,5.439,262,293700,178.0,20.58,1.09,20.82
10.125,1,159.00,6.916,5.432,262,293700,178.0,20.59,1.09,20.81
10.131,1,159.00,6.916,5.387,262,293700,178.0,20.60,1.09,20.80
10.137,1,159.00,6.916,4.954,262,293700,178.0,20.60,1.09,20.80
10.142,1,159.00,6.916,5.294,262,293700,178.0,20.61,1.09,20.79
10.148,1,159.00,6.916,5.223,262,293700,178.0,20.62,1.09,20.78
10.153,1,159.00,6.916,5.165,262,293700,178.0,20.62,1.09,20.78
10.159,1,159.00,6.916,5.124,262,293700,178.0,20.63,1.09,20.77
10.164,1,159.00,6.916,5.159,262,293700,178.0,20.64,1.09,20.76
10.170,1,159.00,6.916,5.079,262,293700,178.0,20.64,1.09,20.76
10.175,1,159.00,6.916,5.113,263,294202,178.0,20.65,1.09,20.75
10.181,1,159.00,6.916,4.831,263,294202,178.0,20.66,1.09,20.74
10.187,1,159.00,6.916,5.035,263,294202,178.0,20.66,1.09,20.74
10.192,1,159.00,6.916,4.840,263,294202,178.0,20.67,1.09,20.73
10.198,1,159.00,6.916,4.951,264,295702,178.0,20.68,1.10,20.72
10.203,1,159.00,6.916,4.784,264,295702,178.0,20.68,1.10,20.72
10.209,1,159.00,6.916,4.984,264,295702,178.0,20.69,1.10,20.71
10.214,1,159.00,6.916,4.802,264,295702,178.0,20.70,1.10,20.70
10.220,1,159.00,6.916,4.953,264,295702,178.0,20.70,1.10,20.70
10.225,1,159.00,6.916,4.790,264,295702,178.0,20.71,1.10,20.69
10.231,1,159.00,6.916,4.802,264,295702,178.0,20.72,1.10,20.68
10.237,1,159.00,6.916,4.792,264,295702,178.0,20.72,1.10,20.68
10.242,1,159.00,6.916,4.892,264,295702,178.0,20.73,1.10,20.67
10.248,1,159.00,6.916,4.816,264,295702,178.0,20.74,1.10,20.66
10.253,1,159.00,6.916,4.835,264,295702,178.0,20.74,1.10,20.66
10.259,1,159.00,6.916,4.949,264,295702,178.0,20.75,1.10,20.65
10.264,1,159.00,6.916,4.953,264,295702,178.0,20.76,1.10,20.64
10.270,1,159.00,6.916,4.942,264,295702,178.0,20.76,1.10,20.64
10.275,1,159.00,6.916,4.838,264,295702,178.0,20.77,1.10,20.63
10.281,1,159.00,6.916,5.003,264,295702,178.0,20.78,1.10,20.62
10.287,1,159.00,6.916,4.879,264,295702,178.0,20.78,1.10,20.62
10.292,1,159.00,6.916,5.016,264,295702,178.0,20.79,1.10,20.61
10.298,1,159.00,6.916,4.992,264,295702,178.0,20.80,1.10,20.60
10.303,1,159.00,6.916,5.018,264,295702,178.0,20.80,1.10,20.60
10.309,1,159.00,6.916,4.875,264,295702,178.0,20.81,1.10,20.59
10.314,1,159.00,6.916,5.058,264,295702,178.0,20.82,1.10,20.58
10.320,1,159.00,6.916,5.094,264,295702,178.0,20.82,1.10,20.58
10.325,1,159.00,6.916,5.096,264,295702,178.0,20.83,1.10,20.57
10.331,1,159.00,6.916,5.113,264,295702,178.0,20.84,1.10,20.56
10.337,1,159.00,6.916,4.991,264,295702,178.0,20.84,1.10,20.56
10.342,1,159.00,6.916,5.000,264,295702,178.0,20.85,1.10,20.55
10.348,1,159.00,6.916,5.105,264,295702,178.0,20.86,1.10,20.54
10.353,1,159.00,6.916,5.100,264,295702,178.0,20.86,1.10,20.54
10.359,1,159.00,6.916,5.120,264,295702,178.0,20.87,1.10,20.53
10.364,1,159.00,6.916,5.082,264,295702,178.0,20.88,1.10,20.52
10.370,1,159.00,6.916,5.084,264,295702,178.0,20.88,1.10,20.52
10.375,1,159.00,6.916,5.103,264,295702,178.0,20.89,1.10,20.51
10.381,1,159.00,6.916,5.118,264,295702,178.0,20.90,1.10,20.50
10.387,1,159.00,6.916,5.143,264,295702,178.0,20.90,1.10,20.50
10.392,1,159.00,6.916,5.172,264,295702,178.0,20.91,1.10,20.49
10.398,1,159.00,6.916,5.196,264,295702,178.0,20.92,1.10,20.48
10.403,1,159.00,6.916,5.243,264,295702,178.0,20.92,1.10,20.48
10.409,1,159.00,6.916,5.211,264,295702,178.0,20.93,1.10,20.47
10.414,1,159.00,6.916,5.267,264,295702,178.0,20.94,1.10,20.46
10.420,1,159.00,6.916,5.280,265,295714,178.0,20.94,1.10,20.46
10.425,1,159.00,6.916,5.273,265,295714,178.0,20.95,1.11,20.45
10.431,1,159.00,6.916,5.425,265,295714,178.0,20.96,1.11,20.44
10.437,1,159.00,6.916,5.313,266,295718,178.0,20.96,1.11,20.44
10.442,1,159.00,6.916,5.383,266,295718,178.0,20.97,1.11,20.43
10.448,1,159.00,6.916,5.399,266,295718,178.0,20.98,1.11,20.42
10.453,1,159.00,6.916,5.447,266,295718,178.0,20.98,1.11,20.42
10.459,1,159.00,6.916,5.455,266,295718,178.0,20.99,1.11,20.41
10.465,1,159.00,6.916,5.652,266,295718,178.0,21.00,1.11,20.40
10.471,1,159.00,6.916,5.496,266,295718,178.0,21.01,1.11,20.40
10.477,1,159.00,6.916,5.640,265,295714,178.0,21.02,1.11,20.40
10.483,1,159.00,6.916,5.959,265,295714,178.0,21.03,1.11,20.40
10.489,1,159.00,6.916,6.154,265,295714,178.0,21.04,1.11,20.40
10.495,1,159.00,6.916,6.141,265,295714,178.0,21.05,1.11,20.40
10.501,1,159.00,6.916,6.144,265,295714,178.0,21.06,1.11,20.40
10.508,1,159.00,6.916,6.203,265,295714,178.0,21.07,1.11,20.40
10.514,1,159.00,6.916,6.291,265,295714,178.0,21.08,1.11,20.40
10.520,1,159.00,6.916,6.303,265,295714,178.0,21.09,1.11,20.40
10.526,1,159.00,6.916,6.046,267,295774,178.0,21.10,1.11,20.40
10.532,1,159.00,6.916,6.287,268,296674,178.0,21.11,1.11,20.40
10.538,1,159.00,6.916,6.381,268,296674,178.0,21.12,1.11,20.40
10.544,1,159.00,6.916,6.220,268,296674,178.0,21.13,1.11,20.40
10.550,1,159.00,6.916,6.452,268,296674,178.0,21.14,1.11,20.40
10.557,1,159.00,6.916,6.229,268,296674,178.0,21.15,1.11,20.40
10.564,1,159.00,6.916,6.404,268,296674,178.0,21.16,1.11,20.40
10.570,1,159.00,6.916,6.016,268,296674,178.0,21.18,1.10,20.40
10.577,1,159.00,6.916,6.276,268,296674,178.0,21.19,1.10,20.40
10.584,1,159.00,6.916,6.259,268,296674,178.0,21.20,1.10,20.40
10.590,1,159.00,6.916,6.001,270,297322,178.0,21.21,1.10,20.40
10.597,1,159.00,6.916,5.990,270,297322,178.0,21.22,1.10,20.40
10.604,1,159.00,6.916,6.024,271,298922,178.0,21.23,1.10,20.40
10.610,1,159.00,6.916,6.341,272,299162,178.0,21.24,1.10,20.40
10.617,1,159.00,6.916,6.071,272,299162,178.0,21.25,1.10,20.40
10.624,1,159.00,6.916,6.590,272,299162,178.0,21.27,1.10,20.40
10.632,1,159.00,6.916,6.615,268,299058,178.0,21.28,1.10,20.40
10.638,1,159.00,6.916,6.362,270,299418,178.0,21.29,1.10,20.40
10.646,1,159.00,6.916,6.618,266,299314,178.0,21.30,1.10,20.40
10.652,1,159.00,6.916,6.058,266,299314,178.0,21.31,1.10,20.40
10.659,1,159.00,6.916,6.560,266,299314,178.0,21.33,1.10,20.40
10.666,1,159.00,6.916,6.332,266,299314,178.0,21.34,1.10,20.40
10.673,1,159.00,6.916,6.245,266,299314,178.0,21.35,1.10,20.40
10.680,1,159.00,6.916,6.069,266,299314,178.0,21.36,1.10,20.40
10.687,1,159.00,6.916,6.273,266,299314,178.0,21.37,1.10,20.40
10.694,1,159.00,6.916,6.696,266,299314,178.0,21.39,1.10,20.40
10.701,1,159.00,6.916,6.455,266,299314,178.0,21.40,1.10,20.40
10.708,1,159.00,6.916,6.436,266,299314,178.0,21.41,1.10,20.40
10.715,1,159.00,6.916,6.721,266,299314,178.0,21.42,1.10,20.40
10.722,1,159.00,6.916,6.377,266,299314,178.0,21.43,1.10,20.40
10.729,1,159.00,6.916,6.206,266,299314,178.0,21.44,1.10,20.40
10.736,1,159.00,6.916,6.669,266,299314,178.0,21.46,1.10,20.40
10.743,1,159.00,6.916,6.138,267,304186,178.0,21.47,1.10,20.40
10.750,1,159.00,6.916,6.164,268,304210,178.0,21.48,1.10,20.40
10.756,1,159.00,6.916,6.735,268,304210,178.0,21.49,1.10,20.40
10.763,1,159.00,6.916,7.066,268,304210,178.0,21.50,1.10,20.40
10.771,1,159.00,6.916,6.676,269,304330,178.0,21.52,1.10,20.40
10.778,1,159.00,6.916,6.840,269,304330,178.0,21.53,1.10,20.40
10.786,1,159.00,6.916,7.207,270,308754,178.0,21.54,1.09,20.40
10.793,1,159.00,6.916,6.741,270,308754,178.0,21.55,1.09,20.40
10.801,1,159.00,6.916,6.620,272,309194,178.0,21.57,1.09,20.40
10.808,1,159.00,6.916,6.645,272,309194,178.0,21.58,1.09,20.40
10.815,1,159.00,6.916,6.945,272,309194,178.0,21.59,1.09,20.40
10.823,1,159.00,6.916,6.648,272,309194,178.0,21.60,1.09,20.40
10.830,1,159.00,6.916,7.026,271,312610,178.0,21.62,1.09,20.40
10.838,1,159.00,6.916,7.046,271,312610,178.0,21.63,1.09,20.40
10.845,1,159.00,6.916,6.721,271,312610,178.0,21.64,1.09,20.40
10.853,1,159.00,6.916,7.094,272,313002,178.0,21.66,1.09,20.40
10.860,1,159.00,6.916,7.084,272,313002,178.0,21.67,1.09,20.40
10.868,1,159.00,6.916,6.602,273,316362,178.0,21.68,1.09,20.40
10.875,1,159.00,6.916,7.206,273,316362,178.0,21.69,1.09,20.40
10.882,1,159.00,6.916,6.596,273,316362,178.0,21.71,1.09,20.40
10.890,1,159.00,6.916,6.592,272,316250,178.0,21.72,1.09,20.40
10.897,1,159.00,6.916,6.966,271,316138,178.0,21.73,1.09,20.40
10.905,1,159.00,6.916,6.750,271,316138,178.0,21.74,1.09,20.40
10.912,1,159.00,6.916,6.995,271,316138,178.0,21.76,1.09,20.40
10.919,1,159.00,6.916,6.896,271,316138,178.0,21.77,1.09,20.40
10.927,1,159.00,6.916,7.022,274,316378,178.0,21.78,1.09,20.40
10.934,1,159.00,6.916,6.643,274,316378,178.0,21.79,1.09,20.40
10.942,1,159.00,6.916,6.656,274,316378,178.0,21.81,1.09,20.40
10.949,1,159.00,6.916,7.039,274,316378,178.0,21.82,1.08,20.40
10.957,1,159.00,6.916,6.683,274,316378,178.0,21.83,1.08,20.40
10.964,1,159.00,6.916,6.653,274,316378,178.0,21.84,1.08,20.40
10.971,1,159.00,6.916,6.683,274,316378,178.0,21.86,1.08,20.40
10.979,1,159.00,6.916,6.760,274,316378,178.0,21.87,1.08,20.40
10.986,1,158.00,7.852,6.778,274,316378,178.0,21.88,1.08,20.40
10.994,1,158.00,7.852,6.807,274,316378,178.0,21.89,1.08,20.40
11.001,1,158.00,7.852,6.775,274,316378,178.0,21.91,1.08,20.40
11.008,1,158.00,7.852,6.802,274,316378,178.0,21.92,1.08,20.40
11.016,1,158.00,7.852,6.801,274,316378,178.0,21.93,1.08,20.40
11.023,1,158.00,7.852,6.824,274,316378,178.0,21.95,1.08,20.40
11.031,1,158.00,7.852,6.823,273,314474,178.0,21.96,1.08,20.40
11.038,1,158.00,7.852,7.254,273,314474,178.0,21.97,1.08,20.40
11.045,1,158.00,7.852,7.434,273,314474,178.0,21.98,1.08,20.40
11.053,1,158.00,7.852,7.437,273,314474,178.0,22.00,1.08,20.40
11.061,1,158.00,7.852,7.055,273,314474,178.0,22.01,1.08,20.40
11.068,1,158.00,7.852,7.079,273,314474,178.0,22.02,1.08,20.40
11.076,1,158.00,7.852,6.811,273,314474,178.0,22.03,1.08,20.40
11.083,1,158.00,7.852,6.782,273,314474,178.0,22.05,1.08,20.40
11.091,1,158.00,7.852,7.020,274,314530,178.0,22.06,1.08,20.40
11.098,1,158.00,7.852,6.897,274,314530,178.0,22.07,1.08,20.40
11.106,1,158.00,7.852,6.908,274,314530,178.0,22.09,1.08,20.40
11.114,1,158.00,7.852,6.914,274,314530,178.0,22.10,1.08,20.40
11.121,1,158.00,7.852,7.505,274,314530,178.0,22.11,1.08,20.40
11.129,1,158.00,7.852,7.506,274,314530,178.0,22.12,1.08,20.40
11.136,1,158.00,7.852,6.934,273,305906,178.0,22.14,1.08,20.40
11.144,1,158.00,7.852,7.505,273,305906,178.0,22.15,1.08,20.40
11.152,1,158.00,7.852,6.958,273,305906,178.0,22.16,1.08,20.40
11.160,1,158.00,7.852,7.442,273,305906,178.0,22.18,1.08,20.40
11.167,1,158.00,7.852,6.979,273,305906,178.0,22.19,1.08,20.40
11.175,1,158.00,7.852,7.024,273,305906,178.0,22.20,1.08,20.40
11.183,1,158.00,7.852,7.574,271,295602,178.0,22.22,1.08,20.40
11.192,1,158.00,7.852,6.969,271,295602,178.0,22.23,1.08,20.40
11.200,1,158.00,7.852,7.497,271,295602,178.0,22.25,1.08,20.40
11.208,1,158.00,7.852,7.596,270,283786,178.0,22.26,1.08,20.40
11.217,1,158.00,7.852,7.018,270,283786,178.0,22.27,1.08,20.40
11.225,1,158.00,7.852,7.028,271,283906,178.0,22.29,1.08,20.40
11.233,1,158.00,7.852,7.041,271,283906,178.0,22.30,1.08,20.40
11.242,1,158.00,7.852,7.046,271,283906,178.0,22.32,1.08,20.40
11.250,1,158.00,7.852,7.053,270,275282,178.0,22.33,1.08,20.40
11.258,1,158.00,7.852,7.089,270,275282,178.0,22.34,1.08,20.40
11.267,1,158.00,7.852,7.117,270,275282,178.0,22.36,1.08,20.40
11.275,1,158.00,7.852,7.128,270,275282,178.0,22.37,1.08,20.40
11.283,1,158.00,7.852,7.138,270,263918,178.0,22.39,1.08,20.40
11.291,1,158.00,7.852,7.138,270,256274,178.0,22.40,1.08,20.40
11.299,1,158.00,7.852,7.150,271,256330,178.0,22.41,1.08,20.40
11.307,1,158.00,7.852,7.147,272,256386,178.0,22.43,1.08,20.40
11.315,1,158.00,7.852,7.184,272,256386,178.0,22.44,1.08,20.40
11.323,1,158.00,7.852,7.171,272,256386,178.0,22.45,1.08,20.40
11.330,1,158.00,7.852,7.140,272,256386,178.0,22.47,1.08,20.40
11.338,1,158.00,7.852,7.195,272,256386,178.0,22.48,1.08,20.40
11.346,1,158.00,7.852,7.239,272,256386,178.0,22.49,1.08,20.40
11.354,1,158.00,7.852,7.256,272,256386,178.0,22.51,1.08,20.40
11.361,1,158.00,7.852,7.259,271,255098,178.0,22.52,1.08,20.40
11.369,1,158.00,7.852,7.249,271,255098,178.0,22.53,1.08,20.40
11.377,1,158.00,7.852,7.262,271,255098,178.0,22.55,1.08,20.40
11.385,1,158.00,7.852,7.296,271,255098,178.0,22.56,1.08,20.40
11.393,1,158.00,7.852,7.289,271,255098,178.0,22.57,1.08,20.40
11.401,1,158.00,7.852,7.290,272,255218,178.0,22.59,1.08,20.40
11.408,1,158.00,7.852,7.306,272,255218,178.0,22.60,1.09,20.40
11.416,1,158.00,7.852,7.313,272,255218,178.0,22.61,1.09,20.40
