t_s,phase,fps,cpu_process_ms,gpu_ms,draw_calls,primitives,video_mem_mb,x,y,z
11.424,1,158.00,7.852,7.297,272,255218,178.0,22.63,1.09,20.40
11.432,1,158.00,7.852,7.312,272,255218,178.0,22.64,1.09,20.40
11.440,1,158.00,7.852,7.325,272,255218,178.0,22.65,1.09,20.40
11.448,1,158.00,7.852,7.373,273,255498,178.0,22.67,1.09,20.40
11.456,1,158.00,7.852,7.400,273,255498,178.0,22.68,1.09,20.40
11.464,1,158.00,7.852,7.380,273,255498,178.0,22.69,1.09,20.40
11.472,1,158.00,7.852,7.391,272,255442,178.0,22.71,1.09,20.40
11.480,1,158.00,7.852,7.401,272,255442,178.0,22.72,1.09,20.40
11.487,1,158.00,7.852,7.417,272,255442,178.0,22.73,1.09,20.40
11.495,1,158.00,7.852,7.413,272,255442,178.0,22.75,1.09,20.40
11.503,1,158.00,7.852,7.417,273,255562,178.0,22.76,1.09,20.40
11.511,1,158.00,7.852,7.441,272,244642,178.0,22.78,1.09,20.40
11.519,1,158.00,7.852,7.436,271,244474,178.0,22.79,1.09,20.40
11.527,1,158.00,7.852,7.445,271,244474,178.0,22.80,1.09,20.40
11.535,1,158.00,7.852,7.474,274,276134,178.0,22.81,1.09,20.41
11.543,1,158.00,7.852,7.417,274,276134,178.0,22.82,1.09,20.42
11.551,1,158.00,7.852,7.411,274,265102,178.0,22.83,1.09,20.43
11.559,1,158.00,7.852,7.419,274,265102,178.0,22.84,1.09,20.44
11.567,1,158.00,7.852,7.415,272,255414,178.0,22.85,1.09,20.45
11.575,1,158.00,7.852,7.420,272,255414,178.0,22.86,1.09,20.46
11.583,1,158.00,7.852,7.436,271,254910,178.0,22.87,1.09,20.47
11.591,1,158.00,7.852,7.443,271,254910,178.0,22.88,1.09,20.48
11.599,1,158.00,7.852,7.425,271,254910,178.0,22.89,1.09,20.49
11.607,1,158.00,7.852,7.395,271,254910,178.0,22.90,1.10,20.50
11.615,1,158.00,7.852,7.442,270,254798,178.0,22.91,1.10,20.51
11.623,1,158.00,7.852,7.433,270,254798,178.0,22.92,1.10,20.52
11.631,1,158.00,7.852,7.388,270,254798,178.0,22.93,1.10,20.53
11.639,1,158.00,7.852,7.443,270,254798,178.0,22.94,1.10,20.54
11.647,1,158.00,7.852,7.423,270,254798,178.0,22.95,1.10,20.55
11.655,1,158.00,7.852,7.423,270,254798,178.0,22.95,1.10,20.55
11.663,1,158.00,7.852,7.425,270,254750,178.0,22.96,1.10,20.56
11.671,1,158.00,7.852,7.405,270,254750,178.0,22.97,1.10,20.57
11.679,1,158.00,7.852,7.388,270,254750,178.0,22.98,1.10,20.58
11.686,1,158.00,7.852,7.432,270,254750,178.0,22.99,1.10,20.59
11.694,1,158.00,7.852,7.416,270,254750,178.0,23.00,1.10,20.60
11.702,1,158.00,7.852,7.407,268,254134,178.0,23.01,1.10,20.61
11.710,1,158.00,7.852,7.394,267,252846,178.0,23.02,1.10,20.62
11.718,1,158.00,7.852,7.413,266,241926,178.0,23.03,1.10,20.63
11.726,1,158.00,7.852,7.412,266,241926,178.0,23.04,1.10,20.64
11.734,1,158.00,7.852,7.398,268,242134,178.0,23.05,1.10,20.65
11.742,1,158.00,7.852,7.396,268,242134,178.0,23.06,1.10,20.66
11.750,1,158.00,7.852,7.390,268,242134,178.0,23.07,1.10,20.67
11.758,1,158.00,7.852,7.390,267,231158,178.0,23.08,1.10,20.68
11.766,1,158.00,7.852,7.373,267,231158,178.0,23.09,1.10,20.69
11.774,1,158.00,7.852,7.393,267,231158,178.0,23.10,1.10,20.70
11.782,1,158.00,7.852,7.375,267,231158,178.0,23.11,1.10,20.71
11.789,1,158.00,7.852,7.401,267,231158,178.0,23.12,1.10,20.72
11.798,1,158.00,7.852,7.365,267,231158,178.0,23.13,1.10,20.73
11.805,1,158.00,7.852,7.383,267,231158,178.0,23.14,1.10,20.74
11.813,1,158.00,7.852,7.393,267,231158,178.0,23.15,1.10,20.75
11.821,1,158.00,7.852,7.379,266,230990,178.0,23.15,1.10,20.75
11.829,1,158.00,7.852,7.375,265,230822,178.0,23.16,1.10,20.76
11.837,1,158.00,7.852,7.354,265,230822,178.0,23.17,1.10,20.77
11.845,1,158.00,7.852,7.365,266,230870,178.0,23.18,1.10,20.78
11.853,1,158.00,7.852,7.379,267,230942,178.0,23.19,1.10,20.79
11.861,1,158.00,7.852,7.386,267,230942,178.0,23.20,1.10,20.80
11.869,1,158.00,7.852,7.416,267,230942,178.0,23.21,1.10,20.81
11.876,1,158.00,7.852,5.893,266,229486,178.0,23.22,1.10,20.82
11.882,1,158.00,7.852,5.841,266,229486,178.0,23.23,1.10,20.83
11.890,1,158.00,7.852,5.814,266,229486,178.0,23.24,1.10,20.84
11.898,1,158.00,7.852,5.847,266,229486,178.0,23.25,1.10,20.85
11.905,1,158.00,7.852,5.859,266,229486,178.0,23.26,1.10,20.86
11.913,1,158.00,7.852,5.851,266,229486,178.0,23.26,1.10,20.86
11.920,1,158.00,7.852,5.838,266,229486,178.0,23.27,1.10,20.87
11.928,1,158.00,7.852,5.844,266,229486,178.0,23.28,1.10,20.88
11.935,1,158.00,7.852,5.864,266,229486,178.0,23.29,1.10,20.89
11.941,1,158.00,7.852,5.849,266,229486,178.0,23.30,1.10,20.90
11.947,1,158.00,7.852,5.831,266,229486,178.0,23.31,1.09,20.91
11.954,1,158.00,7.852,5.830,265,229430,178.0,23.31,1.09,20.91
11.960,1,158.00,7.852,5.874,265,229430,178.0,23.32,1.09,20.92
11.967,1,158.00,7.852,5.841,266,229466,178.0,23.33,1.09,20.93
11.973,1,158.00,7.852,5.856,266,229466,178.0,23.34,1.09,20.94
11.980,1,158.00,7.852,5.855,266,229466,178.0,23.35,1.09,20.95
11.986,1,158.00,7.852,5.854,266,229466,178.0,23.35,1.09,20.95
11.992,1,158.00,7.852,5.847,266,229466,178.0,23.36,1.09,20.96
11.999,1,158.00,7.852,5.860,266,229466,178.0,23.37,1.09,20.97
12.005,1,132.00,8.052,5.865,265,229410,178.0,23.38,1.09,20.98
12.011,1,132.00,8.052,6.129,265,229410,178.0,23.38,1.09,20.98
12.017,1,132.00,8.052,6.142,265,229410,178.0,23.39,1.09,20.99
12.024,1,132.00,8.052,6.143,265,229410,178.0,23.40,1.09,21.00
12.030,1,132.00,8.052,6.085,266,229466,178.0,23.41,1.09,21.00
12.036,1,132.00,8.052,6.153,268,229666,178.0,23.42,1.09,21.00
12.042,1,132.00,8.052,6.266,268,229666,178.0,23.43,1.09,21.00
12.049,1,132.00,8.052,6.255,268,229666,178.0,23.44,1.09,21.00
12.055,1,132.00,8.052,6.265,268,229666,178.0,23.45,1.09,21.00
12.061,1,132.00,8.052,6.280,270,229786,178.0,23.46,1.09,21.00
12.067,1,132.00,8.052,6.272,270,229786,178.0,23.47,1.09,21.00
12.074,1,132.00,8.052,6.309,270,229786,178.0,23.48,1.09,21.00
12.080,1,132.00,8.052,6.295,270,229786,178.0,23.49,1.09,21.00
12.086,1,132.00,8.052,6.288,270,229786,178.0,23.50,1.09,21.00
12.092,1,132.00,8.052,6.311,270,229786,178.0,23.51,1.09,21.00
12.099,1,132.00,8.052,6.317,270,229786,178.0,23.53,1.09,21.00
12.106,1,132.00,8.052,6.332,270,229786,178.0,23.54,1.09,21.00
12.112,1,132.00,8.052,6.306,270,229786,178.0,23.55,1.09,21.00
12.119,1,132.00,8.052,6.325,270,229786,178.0,23.56,1.08,21.00
12.126,1,132.00,8.052,6.315,270,229786,178.0,23.57,1.08,21.00
12.132,1,132.00,8.052,6.510,270,229786,178.0,23.58,1.08,21.00
12.139,1,132.00,8.052,6.305,269,229450,178.0,23.59,1.08,21.00
12.146,1,132.00,8.052,6.500,269,229450,178.0,23.61,1.08,21.00
12.152,1,132.00,8.052,6.298,268,227994,178.0,23.62,1.08,21.00
12.159,1,132.00,8.052,6.475,269,228162,178.0,23.63,1.08,21.00
12.166,1,132.00,8.052,6.262,269,228162,178.0,23.64,1.08,21.00
12.172,1,132.00,8.052,6.457,269,228162,178.0,23.65,1.08,21.00
12.179,1,132.00,8.052,6.271,270,228186,178.0,23.66,1.08,21.00
12.186,1,132.00,8.052,6.275,270,228186,178.0,23.67,1.08,21.00
12.192,1,132.00,8.052,6.277,270,228186,178.0,23.68,1.08,21.00
12.199,1,132.00,8.052,6.263,270,228186,178.0,23.70,1.08,21.00
12.206,1,132.00,8.052,6.461,271,228306,178.0,23.71,1.08,21.00
12.212,1,132.00,8.052,6.261,271,228306,178.0,23.72,1.08,21.00
12.219,1,132.00,8.052,6.280,271,228306,178.0,23.73,1.08,21.00
12.226,1,132.00,8.052,6.281,271,228306,178.0,23.74,1.08,21.00
12.232,1,132.00,8.052,6.499,271,228306,178.0,23.75,1.08,21.00
12.239,1,132.00,8.052,6.247,271,228306,178.0,23.76,1.08,21.00
12.246,1,132.00,8.052,6.228,272,228378,178.0,23.78,1.08,21.00
12.252,1,132.00,8.052,6.234,272,228378,178.0,23.79,1.08,21.00
12.259,1,132.00,8.052,6.466,271,228042,178.0,23.80,1.08,21.00
12.266,1,132.00,8.052,6.527,271,228042,178.0,23.81,1.08,21.00
12.272,1,132.00,8.052,6.310,271,228042,178.0,23.82,1.08,21.00
12.279,1,132.00,8.052,6.548,271,228042,178.0,23.83,1.08,21.00
12.286,1,132.00,8.052,6.318,271,228042,178.0,23.84,1.08,21.00
12.293,1,132.00,8.052,6.505,271,228042,178.0,23.85,1.07,21.00
12.300,1,132.00,8.052,6.274,271,228042,178.0,23.87,1.07,21.00
12.307,1,132.00,8.052,6.292,271,228042,178.0,23.88,1.07,21.00
12.313,1,132.00,8.052,6.355,271,228042,178.0,23.89,1.07,21.00
12.320,1,132.00,8.052,6.293,271,228042,178.0,23.90,1.07,21.00
12.327,1,132.00,8.052,6.286,271,228042,178.0,23.91,1.07,21.00
12.334,1,132.00,8.052,6.390,271,228042,178.0,23.93,1.07,21.00
12.341,1,132.00,8.052,6.307,271,228042,178.0,23.94,1.07,21.00
12.348,1,132.00,8.052,6.337,271,228042,178.0,23.95,1.07,21.00
12.355,1,132.00,8.052,6.303,271,228042,178.0,23.96,1.07,21.00
12.362,1,132.00,8.052,6.312,271,228042,178.0,23.97,1.07,21.00
12.369,1,132.00,8.052,6.498,271,228042,178.0,23.98,1.07,21.00
12.376,1,132.00,8.052,6.513,271,228042,178.0,24.00,1.07,21.00
12.383,1,132.00,8.052,6.400,271,228042,178.0,24.01,1.07,21.00
12.390,1,132.00,8.052,6.497,271,228042,178.0,24.02,1.07,21.00
12.397,1,132.00,8.052,6.546,271,228042,178.0,24.03,1.07,21.00
12.404,1,132.00,8.052,6.530,273,228690,178.0,24.04,1.07,21.00
12.412,1,132.00,8.052,6.530,273,228690,178.0,24.06,1.07,21.00
12.419,1,132.00,8.052,6.507,273,228690,178.0,24.07,1.07,21.00
12.426,1,132.00,8.052,6.516,273,228690,178.0,24.08,1.07,21.00
12.433,1,132.00,8.052,6.548,273,228690,178.0,24.09,1.07,21.00
12.440,1,132.00,8.052,6.506,273,228690,178.0,24.11,1.07,21.00
12.447,1,132.00,8.052,6.325,273,228690,178.0,24.12,1.07,21.00
12.454,1,132.00,8.052,6.500,275,229050,178.0,24.13,1.07,21.00
12.462,1,132.00,8.052,6.528,275,229050,178.0,24.14,1.07,21.00
12.469,1,132.00,8.052,6.578,275,229050,178.0,24.15,1.07,21.00
12.476,1,132.00,8.052,6.563,276,229218,178.0,24.17,1.07,21.00
12.483,1,132.00,8.052,6.595,276,229218,178.0,24.18,1.07,21.00
12.490,1,132.00,8.052,6.567,276,229218,178.0,24.19,1.07,21.00
12.497,1,132.00,8.052,6.569,276,229218,178.0,24.20,1.07,21.00
12.504,1,132.00,8.052,6.513,276,229218,178.0,24.21,1.07,21.00
12.512,1,132.00,8.052,6.516,276,229218,178.0,24.23,1.07,21.00
12.519,1,132.00,8.052,6.536,276,229218,178.0,24.24,1.07,21.00
12.526,1,132.00,8.052,6.554,276,229218,178.0,24.25,1.07,21.00
12.533,1,132.00,8.052,6.519,276,229218,178.0,24.26,1.07,21.00
12.540,1,132.00,8.052,6.542,276,229218,178.0,24.28,1.07,21.00
12.547,1,132.00,8.052,6.514,276,229218,178.0,24.29,1.07,21.00
12.554,1,132.00,8.052,6.510,276,229218,178.0,24.30,1.07,21.00
12.562,1,132.00,8.052,6.530,276,229218,178.0,24.31,1.07,21.00
12.569,1,132.00,8.052,6.556,276,229218,178.0,24.32,1.07,21.00
12.576,1,132.00,8.052,6.246,276,229218,178.0,24.34,1.07,21.00
12.583,1,132.00,8.052,6.511,275,228882,178.0,24.35,1.07,21.00
12.590,1,132.00,8.052,6.562,274,226450,178.0,24.36,1.07,21.00
12.597,1,132.00,8.052,6.581,274,226450,178.0,24.37,1.07,21.00
12.604,1,132.00,8.052,6.595,276,227138,178.0,24.38,1.08,21.00
12.612,1,132.00,8.052,6.565,276,227138,178.0,24.40,1.08,21.00
12.619,1,132.00,8.052,6.557,276,227138,178.0,24.41,1.08,21.00
12.626,1,132.00,8.052,6.564,277,227174,178.0,24.42,1.08,21.00
12.633,1,132.00,8.052,6.293,277,227174,178.0,24.43,1.08,21.00
12.640,1,132.00,8.052,6.254,277,227174,178.0,24.45,1.08,21.00
12.647,1,132.00,8.052,6.287,277,227174,178.0,24.46,1.08,21.00
12.654,1,132.00,8.052,6.321,277,227174,178.0,24.47,1.08,21.00
12.662,1,132.00,8.052,6.274,278,227622,178.0,24.48,1.08,21.00
12.669,1,132.00,8.052,6.264,279,228378,178.0,24.49,1.08,21.00
12.676,1,132.00,8.052,6.278,279,228378,178.0,24.51,1.08,21.00
12.683,1,132.00,8.052,6.284,279,228378,178.0,24.52,1.08,21.00
12.690,1,132.00,8.052,6.261,279,228378,178.0,24.53,1.08,21.00
12.697,1,132.00,8.052,6.277,279,228378,178.0,24.54,1.08,21.00
12.704,1,132.00,8.052,6.273,279,228378,178.0,24.55,1.08,21.00
12.712,1,132.00,8.052,6.247,279,228378,178.0,24.57,1.08,21.00
12.719,1,132.00,8.052,6.291,279,228378,178.0,24.58,1.08,21.00
12.726,1,132.00,8.052,6.279,278,225946,178.0,24.59,1.08,21.00
12.733,1,132.00,8.052,6.301,278,225946,178.0,24.60,1.08,21.00
12.740,1,132.00,8.052,6.344,277,229282,178.0,24.62,1.08,21.00
12.747,1,132.00,8.052,6.388,277,229282,178.0,24.63,1.08,21.00
12.754,1,132.00,8.052,6.377,278,229450,178.0,24.64,1.08,21.00
12.762,1,132.00,8.052,6.387,278,229450,178.0,24.65,1.08,21.00
12.769,1,132.00,8.052,6.380,278,229450,178.0,24.66,1.08,21.00
12.776,1,132.00,8.052,6.365,278,229450,178.0,24.68,1.08,21.00
12.783,1,132.00,8.052,6.369,277,227018,178.0,24.69,1.08,21.00
12.790,1,132.00,8.052,6.382,277,227018,178.0,24.70,1.08,21.00
12.797,1,132.00,8.052,6.369,277,227018,178.0,24.71,1.08,21.00
12.804,1,132.00,8.052,6.377,277,227018,178.0,24.72,1.09,21.00
12.812,1,132.00,8.052,6.373,276,226682,178.0,24.74,1.09,21.00
12.819,1,132.00,8.052,6.374,276,226682,178.0,24.75,1.09,21.00
12.826,1,132.00,8.052,6.372,276,226682,178.0,24.76,1.09,21.00
12.833,1,132.00,8.052,6.367,276,226682,178.0,24.77,1.09,21.00
12.840,1,132.00,8.052,6.393,276,226682,178.0,24.79,1.09,21.00
12.847,1,132.00,8.052,6.393,276,226682,178.0,24.80,1.09,21.00
12.854,1,132.00,8.052,6.357,276,226682,178.0,24.81,1.09,21.00
12.862,1,132.00,8.052,6.391,277,226794,178.0,24.82,1.09,21.00
12.869,1,132.00,8.052,6.437,277,226794,178.0,24.83,1.09,21.00
12.876,1,132.00,8.052,6.439,277,226794,178.0,24.85,1.09,21.00
12.883,1,132.00,8.052,6.389,277,226794,178.0,24.86,1.09,21.00
12.890,1,132.00,8.052,6.414,277,226794,178.0,24.87,1.09,21.00
12.897,1,132.00,8.052,6.379,277,226794,178.0,24.88,1.09,21.00
12.904,1,132.00,8.052,6.471,277,226794,178.0,24.89,1.09,21.00
12.911,1,132.00,8.052,6.488,277,226794,178.0,24.91,1.09,21.00
12.918,1,132.00,8.052,6.477,277,226794,178.0,24.92,1.09,21.00
12.925,1,132.00,8.052,6.453,277,226794,178.0,24.93,1.09,21.00
12.932,1,132.00,8.052,6.514,277,226794,178.0,24.94,1.09,21.00
12.939,1,132.00,8.052,6.436,277,226794,178.0,24.95,1.09,21.00
12.946,1,132.00,8.052,6.423,277,226794,178.0,24.97,1.09,21.00
12.953,1,132.00,8.052,6.364,277,226794,178.0,24.98,1.09,21.00
12.960,1,132.00,8.052,6.365,277,226794,178.0,24.99,1.09,21.00
12.967,1,132.00,8.052,6.383,278,227186,178.0,25.00,1.09,21.00
12.974,1,132.00,8.052,6.374,278,227186,178.0,25.01,1.09,21.00
12.981,1,132.00,8.052,6.372,278,227186,178.0,25.03,1.09,21.00
12.988,1,132.00,8.052,6.344,278,227186,178.0,25.04,1.09,21.00
12.995,1,143.00,7.215,6.401,278,227186,178.0,25.05,1.09,21.00
13.002,1,143.00,7.215,6.349,278,227186,178.0,25.06,1.09,21.00
13.009,1,143.00,7.215,6.347,278,227186,178.0,25.07,1.09,21.00
13.016,1,143.00,7.215,6.372,278,227186,178.0,25.09,1.09,21.00
13.023,1,143.00,7.215,6.417,278,227186,178.0,25.10,1.09,21.00
13.030,1,143.00,7.215,6.362,278,227186,178.0,25.11,1.09,21.00
13.037,1,143.00,7.215,6.387,279,227242,178.0,25.12,1.09,21.00
13.044,1,143.00,7.215,6.390,279,227242,178.0,25.13,1.09,21.00
13.051,1,143.00,7.215,6.335,279,227242,178.0,25.14,1.09,21.00
13.058,1,143.00,7.215,6.343,279,227242,178.0,25.16,1.09,21.00
13.065,1,143.00,7.215,6.313,278,226962,178.0,25.17,1.09,21.00
13.072,1,143.00,7.215,6.349,279,227034,178.0,25.18,1.09,21.00
13.079,1,143.00,7.215,6.323,279,227034,178.0,25.19,1.09,21.00
13.086,1,143.00,7.215,6.629,279,227034,178.0,25.20,1.09,21.00
13.093,1,143.00,7.215,6.309,281,227594,178.0,25.21,1.09,21.01
13.100,1,143.00,7.215,6.306,281,227594,178.0,25.22,1.09,21.02
13.107,1,143.00,7.215,6.390,281,227594,178.0,25.23,1.09,21.03
13.114,1,143.00,7.215,6.313,281,227594,178.0,25.24,1.09,21.04
13.121,1,143.00,7.215,6.313,281,227594,178.0,25.24,1.09,21.04
13.128,1,143.00,7.215,6.308,281,227594,178.0,25.25,1.09,21.05
13.135,1,143.00,7.215,6.328,281,227594,178.0,25.26,1.09,21.06
13.142,1,143.00,7.215,6.307,281,227594,178.0,25.27,1.09,21.07
13.149,1,143.00,7.215,6.277,281,227594,178.0,25.28,1.09,21.08
13.156,1,143.00,7.215,6.262,281,227594,178.0,25.29,1.09,21.09
13.163,1,143.00,7.215,6.256,281,227594,178.0,25.29,1.09,21.09
13.170,1,143.00,7.215,6.248,280,227516,178.0,25.30,1.09,21.10
13.177,1,143.00,7.215,6.258,280,227516,178.0,25.31,1.09,21.11
13.184,1,143.00,7.215,6.269,280,227516,178.0,25.32,1.09,21.12
13.191,1,143.00,7.215,6.219,280,227516,178.0,25.33,1.09,21.13
13.197,1,143.00,7.215,6.229,280,227516,178.0,25.34,1.09,21.14
13.204,1,143.00,7.215,6.236,280,227516,178.0,25.34,1.09,21.14
13.211,1,143.00,7.215,6.215,280,227516,178.0,25.35,1.09,21.15
13.218,1,143.00,7.215,6.207,280,227516,178.0,25.36,1.09,21.16
13.225,1,143.00,7.215,6.185,280,227516,178.0,25.37,1.09,21.17
13.232,1,143.00,7.215,6.204,280,227516,178.0,25.38,1.09,21.18
13.239,1,143.00,7.215,6.169,280,227516,178.0,25.39,1.09,21.19
13.246,1,143.00,7.215,6.183,280,227516,178.0,25.39,1.09,21.19
13.253,1,143.00,7.215,6.177,280,227516,178.0,25.40,1.09,21.20
13.260,1,143.00,7.215,6.152,280,227516,178.0,25.41,1.09,21.21
13.267,1,143.00,7.215,6.114,280,227516,178.0,25.42,1.09,21.22
13.274,1,143.00,7.215,6.128,280,227516,178.0,25.43,1.09,21.23
13.281,1,143.00,7.215,6.111,280,227516,178.0,25.44,1.08,21.24
13.288,1,143.00,7.215,6.026,280,227516,178.0,25.44,1.08,21.24
13.295,1,143.00,7.215,6.002,280,227516,178.0,25.45,1.08,21.25
13.302,1,143.00,7.215,6.039,280,227516,178.0,25.46,1.08,21.26
13.309,1,143.00,7.215,6.009,280,227516,178.0,25.47,1.08,21.27
13.316,1,143.00,7.215,6.002,280,227516,178.0,25.48,1.08,21.28
13.322,1,143.00,7.215,5.974,280,227516,178.0,25.49,1.08,21.29
13.329,1,143.00,7.215,5.989,280,227516,178.0,25.50,1.08,21.30
13.336,1,143.00,7.215,5.970,281,231498,178.0,25.50,1.08,21.30
13.343,1,143.00,7.215,5.956,282,231666,178.0,25.51,1.08,21.31
13.350,1,143.00,7.215,5.939,282,231666,178.0,25.52,1.08,21.32
13.357,1,143.00,7.215,5.937,282,231666,178.0,25.53,1.08,21.33
13.364,1,143.00,7.215,5.921,283,231778,178.0,25.54,1.08,21.34
13.371,1,143.00,7.215,5.920,287,231950,178.0,25.55,1.08,21.35
13.378,1,143.00,7.215,5.877,287,231950,178.0,25.55,1.08,21.35
13.385,1,143.00,7.215,5.883,287,231950,178.0,25.56,1.08,21.36
13.392,1,143.00,7.215,5.891,287,231950,178.0,25.57,1.08,21.37
13.399,1,143.00,7.215,5.837,288,231998,178.0,25.58,1.08,21.38
13.405,1,143.00,7.215,5.863,288,231998,178.0,25.59,1.08,21.39
13.412,1,143.00,7.215,5.824,286,231942,178.0,25.59,1.08,21.39
13.418,1,143.00,7.215,5.851,286,231942,178.0,25.60,1.08,21.40
13.425,1,143.00,7.215,5.804,286,231942,178.0,25.61,1.08,21.41
13.431,1,143.00,7.215,5.810,286,231942,178.0,25.62,1.08,21.42
13.437,1,143.00,7.215,5.788,286,231942,178.0,25.62,1.08,21.42
13.444,1,143.00,7.215,5.794,286,231942,178.0,25.63,1.07,21.43
13.450,1,143.00,7.215,5.772,286,231942,178.0,25.64,1.07,21.44
13.456,1,143.00,7.215,5.774,287,234122,178.0,25.65,1.07,21.45
13.463,1,143.00,7.215,5.722,288,235298,178.0,25.66,1.07,21.46
13.469,1,143.00,7.215,5.795,288,235298,178.0,25.66,1.07,21.46
13.475,1,143.00,7.215,5.885,288,235298,178.0,25.67,1.07,21.47
13.482,1,143.00,7.215,5.777,288,235298,178.0,25.68,1.07,21.48
13.488,1,143.00,7.215,5.760,288,235298,178.0,25.69,1.07,21.49
13.494,1,143.00,7.215,5.768,288,235298,178.0,25.69,1.07,21.49
13.500,1,143.00,7.215,5.833,288,235298,178.0,25.70,1.07,21.50
13.507,1,143.00,7.215,5.714,287,235130,178.0,25.71,1.07,21.51
13.513,1,143.00,7.215,5.734,284,246898,178.0,25.72,1.07,21.52
13.519,1,143.00,7.215,5.833,284,246898,178.0,25.72,1.07,21.52
13.525,1,143.00,7.215,5.658,284,246898,178.0,25.73,1.07,21.53
13.532,1,143.00,7.215,5.710,284,246898,178.0,25.74,1.07,21.54
13.538,1,143.00,7.215,5.639,284,246898,178.0,25.75,1.07,21.55
13.544,1,143.00,7.215,5.612,287,259330,178.0,25.75,1.07,21.55
13.550,1,143.00,7.215,5.654,287,259330,178.0,25.76,1.07,21.56
13.557,1,143.00,7.215,5.687,286,259274,178.0,25.77,1.07,21.57
13.563,1,143.00,7.215,5.652,286,259274,178.0,25.78,1.07,21.58
13.569,1,143.00,7.215,5.631,283,259046,178.0,25.78,1.07,21.58
13.575,1,143.00,7.215,5.699,284,259550,178.0,25.79,1.07,21.59
13.582,1,143.00,7.215,5.715,284,259550,178.0,25.80,1.07,21.60
13.588,1,143.00,7.215,5.606,285,260210,178.0,25.81,1.07,21.60
13.594,1,143.00,7.215,5.610,286,260938,178.0,25.82,1.07,21.60
13.600,1,143.00,7.215,5.597,286,260938,178.0,25.83,1.07,21.60
13.606,1,143.00,7.215,5.548,286,260938,178.0,25.84,1.07,21.60
13.613,1,143.00,7.215,5.556,286,260938,178.0,25.85,1.07,21.60
13.619,1,143.00,7.215,5.600,286,260938,178.0,25.86,1.07,21.60
13.625,1,143.00,7.215,5.604,287,261118,178.0,25.87,1.07,21.60
13.631,1,143.00,7.215,5.610,287,261118,178.0,25.88,1.07,21.60
13.637,1,143.00,7.215,5.629,287,261118,178.0,25.89,1.07,21.60
13.643,1,143.00,7.215,5.587,287,261118,178.0,25.90,1.07,21.60
13.649,1,143.00,7.215,5.544,287,261118,178.0,25.91,1.07,21.60
13.656,1,143.00,7.215,5.568,287,261118,178.0,25.92,1.07,21.60
13.662,1,143.00,7.215,5.596,287,261118,178.0,25.93,1.07,21.60
13.668,1,143.00,7.215,5.587,288,262350,178.0,25.94,1.07,21.60
13.674,1,143.00,7.215,5.558,288,262350,178.0,25.95,1.07,21.60
13.680,1,143.00,7.215,5.571,288,262350,178.0,25.96,1.07,21.60
13.686,1,143.00,7.215,5.574,288,262350,178.0,25.98,1.07,21.60
13.692,1,143.00,7.215,5.568,288,262350,178.0,25.99,1.07,21.60
13.698,1,143.00,7.215,5.546,288,262350,178.0,26.00,1.07,21.60
13.704,1,143.00,7.215,5.659,288,262350,178.0,26.01,1.07,21.60
13.710,1,143.00,7.215,5.566,288,262350,178.0,26.02,1.07,21.60
13.716,1,143.00,7.215,5.572,288,262350,178.0,26.03,1.07,21.60
13.723,1,143.00,7.215,5.599,288,262350,178.0,26.04,1.07,21.60
13.729,1,143.00,7.215,5.577,289,263470,178.0,26.05,1.07,21.60
13.735,1,143.00,7.215,5.573,289,263470,178.0,26.06,1.07,21.60
13.741,1,143.00,7.215,5.582,289,263470,178.0,26.07,1.07,21.60
13.747,1,143.00,7.215,5.597,290,263638,178.0,26.08,1.07,21.60
13.753,1,143.00,7.215,5.592,290,263638,178.0,26.09,1.07,21.60
13.759,1,143.00,7.215,5.623,290,263638,178.0,26.10,1.07,21.60
13.765,1,143.00,7.215,5.647,290,263638,178.0,26.11,1.07,21.60
13.771,1,143.00,7.215,5.621,290,263638,178.0,26.12,1.07,21.60
13.777,1,143.00,7.215,5.635,292,279990,178.0,26.13,1.07,21.60
13.783,1,143.00,7.215,5.701,292,279990,178.0,26.14,1.07,21.60
13.789,1,143.00,7.215,5.743,293,280062,178.0,26.15,1.07,21.60
13.795,1,143.00,7.215,5.715,293,280062,178.0,26.16,1.07,21.60
13.801,1,143.00,7.215,5.719,293,280062,178.0,26.17,1.07,21.60
13.807,1,143.00,7.215,5.699,293,280062,178.0,26.18,1.07,21.60
13.813,1,143.00,7.215,5.763,292,279782,178.0,26.19,1.07,21.60
13.819,1,143.00,7.215,5.745,293,296190,178.0,26.20,1.07,21.60
13.826,1,143.00,7.215,5.763,293,296190,178.0,26.21,1.07,21.60
13.832,1,143.00,7.215,5.808,296,341270,178.0,26.22,1.07,21.60
13.838,1,143.00,7.215,5.809,296,341270,178.0,26.23,1.07,21.60
13.844,1,143.00,7.215,6.079,296,341270,178.0,26.24,1.07,21.60
13.850,1,143.00,7.215,6.187,296,341270,178.0,26.25,1.07,21.60
13.856,1,143.00,7.215,6.214,297,355998,178.0,26.26,1.07,21.60
13.862,1,143.00,7.215,6.221,297,355998,178.0,26.27,1.07,21.60
13.868,1,143.00,7.215,6.212,297,355998,178.0,26.28,1.07,21.60
13.874,1,143.00,7.215,6.221,297,355998,178.0,26.29,1.07,21.60
13.880,1,143.00,7.215,6.238,297,355998,178.0,26.31,1.07,21.60
13.887,1,143.00,7.215,6.266,297,355998,178.0,26.32,1.07,21.60
